Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-wisg,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: accountName,Spreadsheet: postText,Spreadsheet: postImage,Spreadsheet: accountimage,Spreadsheet: commentnum,Spreadsheet: sharenum,Spreadsheet: reactionum,Spreadsheet: like,Spreadsheet: heart,Spreadsheet: laugh,Spreadsheet: surprise,Spreadsheet: sad,Spreadsheet: disgust,Spreadsheet: angry,Spreadsheet: commentacc1,Spreadsheet: comment1,Spreadsheet: blocks,Spreadsheet: randomise,Spreadsheet: type,Spreadsheet: question,Spreadsheet: correct_answer,Spreadsheet: feedback
16,1758455485996,21/09/2025 11:51,1758459085996,1,21/09/2025 13:51,238955,3,task-v8r9,,49329697,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,7,post_single,post,yruilm,1,continue,,10738.699999994016,10732.399999999965,10738.699999994016,10738.699999994016,10732.399999999965,10738.699999994016,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,fashion_now567,Last Day 🔥 Promotion 50% OFF A Bluetooth fashion smartwatch.🔥 $85.69 redcued to $59.99 Save 30%. HURRY! ONLY 45 LEFT IN STOCK. 98% customer buy 2-4 items to use daily and gifts for their beloved one. Sale ending in 2:43 hours,watch1.jpg,,87,,,45,13,,7,,,,fangirl444,GREAT!!!! ARRIVED QUICKLY AND SAVED ££££,sm_1,1,filler,,,
17,1758455509267,21/09/2025 11:51,1758459109267,1,21/09/2025 13:51,238955,3,task-v8r9,,49329697,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,8,post_single,post,yruilm,1,continue,,23277.100000005972,23264.400000000023,23277.100000005972,23277.100000005972,23264.400000000023,23277.100000005972,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,daily_hack_zone,Cooking secret 🤫 #KitchenHack #LifeHacks #WhiskTrick #SmartTips #EverydayHacks#cooking #momhacks,avo.gif,avoID.png,6, ,,3,,,,,,,lia_m,Great - if you can find a ripe one!,sm_1,1,filler,,,
18,1758455514474,21/09/2025 11:51,1758459114474,1,21/09/2025 13:51,238955,3,task-v8r9,,49329697,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,1,memory instructions,instr,lposw7,1,continue,,5219.700000005949,5215.899999999965,5219.700000005949,5219.700000005949,5215.899999999965,5219.700000005949,1,0,0,,Click To Continue,Continue Button,2,object-42,memory instructions,,,,,,,,,,,,,,,,,test_1,,,,,
19,1758455516439,21/09/2025 11:51,1758459116439,1,21/09/2025 13:51,238955,3,task-v8r9,,49329697,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,1,test item,ISI,jb9xyl,1,continue,,1966.600000000035,1966.600000000035,1966.600000000035,1966.600000000035,1966.600000000035,1966.600000000035,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,,,,,,,,,,,,,,,,,test_1,2,,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. "
20,1758455521783,21/09/2025 11:52,1758459121783,1,21/09/2025 13:52,238955,3,task-v8r9,,49329697,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,1,test item,test,ruwiaf,2,response,false,5346.000000002969,5332.599999999977,5346.000000002969,5346.000000002969,5332.599999999977,5346.000000002969,1,0,0,,Click Response,false response,9,object-11,test item,,,,,,,,,,,,,,,,,test_1,2,,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. "
21,1758455527926,21/09/2025 11:52,1758459127926,1,21/09/2025 13:52,238955,3,task-v8r9,,49329697,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,1,test item,test,ruwiaf,2,response,next,11489.099999997008,11481.599999999977,11489.099999997008,11489.099999997008,11481.599999999977,11489.099999997008,0,0,0,,Click Response,Click To Continue,7,object-39,test item,,,,,,,,,,,,,,,,,test_1,2,,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. "
22,1758455529887,21/09/2025 11:52,1758459129887,1,21/09/2025 13:52,238955,3,task-v8r9,,49329697,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,2,test item,ISI,jb9xyl,1,continue,,1967.100000000035,1967.100000000035,1967.100000000035,1967.100000000035,1967.100000000035,1967.100000000035,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,,,,,,,,,,,,,,,,,test_1,2,,NASA's new IMAP probe will give a new insight into puzzling spots on the surfact of the sun,false,IMAP will measure the streams of charged particle that create solar flares
23,1758455535573,21/09/2025 11:52,1758459135573,1,21/09/2025 13:52,238955,3,task-v8r9,,49329697,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,2,test item,test,ruwiaf,2,response,false,5687.300000002957,5682.399999999965,5687.300000002957,5687.300000002957,5682.399999999965,5687.300000002957,1,0,0,,Click Response,false response,9,object-11,test item,,,,,,,,,,,,,,,,,test_1,2,,NASA's new IMAP probe will give a new insight into puzzling spots on the surfact of the sun,false,IMAP will measure the streams of charged particle that create solar flares
24,1758455539153,21/09/2025 11:52,1758459139153,1,21/09/2025 13:52,238955,3,task-v8r9,,49329697,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,2,test item,test,ruwiaf,2,response,next,9267.800000002957,9265.099999999977,9267.800000002957,9267.800000002957,9265.099999999977,9267.800000002957,0,0,0,,Click Response,Click To Continue,7,object-39,test item,,,,,,,,,,,,,,,,,test_1,2,,NASA's new IMAP probe will give a new insight into puzzling spots on the surfact of the sun,false,IMAP will measure the streams of charged particle that create solar flares
25,1758455541119,21/09/2025 11:52,1758459141119,1,21/09/2025 13:52,238955,3,task-v8r9,,49329697,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,3,test item,ISI,jb9xyl,1,continue,,1967,1967,1967,1967,1967,1967,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,,,,,,,,,,,,,,,,,test_1,2,,The remote Kuril Islands are Russian territories ,true,They are located along the Pacific Ring of Fire 
26,1758455543465,21/09/2025 11:52,1758459143465,1,21/09/2025 13:52,238955,3,task-v8r9,,49329697,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,3,test item,test,ruwiaf,2,response,false,2346.9000000059605,2333,2346.9000000059605,2346.9000000059605,2333,2346.9000000059605,0,0,0,,Click Response,false response,9,object-11,test item,,,,,,,,,,,,,,,,,test_1,2,,The remote Kuril Islands are Russian territories ,true,They are located along the Pacific Ring of Fire 
27,1758455552138,21/09/2025 11:52,1758459152138,1,21/09/2025 13:52,238955,3,task-v8r9,,49329697,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,3,test item,test,ruwiaf,2,response,next,11020,11014.900000000023,11020,11020,11014.900000000023,11020,0,0,0,,Click Response,Click To Continue,7,object-39,test item,,,,,,,,,,,,,,,,,test_1,2,,The remote Kuril Islands are Russian territories ,true,They are located along the Pacific Ring of Fire 
28,1758455554101,21/09/2025 11:52,1758459154101,1,21/09/2025 13:52,238955,3,task-v8r9,,49329697,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,4,test item,ISI,jb9xyl,1,continue,,1967.0999999999767,1967.0999999999767,1967.0999999999767,1967.0999999999767,1967.0999999999767,1967.0999999999767,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,,,,,,,,,,,,,,,,,test_1,2,,Obi-Wan Kenobi only appears for 20 mins in Star Wars in the original Star Wars movie,true,The actor Alex Guinnes ended up earning an estimated $95 million from his appearence
29,1758455557551,21/09/2025 11:52,1758459157551,1,21/09/2025 13:52,238955,3,task-v8r9,,49329697,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,4,test item,test,ruwiaf,2,response,true,3449.70000000007,3432.9000000000233,3449.70000000007,3449.70000000007,3432.9000000000233,3449.70000000007,1,0,0,,Click Response,true response,8,object-13,test item,,,,,,,,,,,,,,,,,test_1,2,,Obi-Wan Kenobi only appears for 20 mins in Star Wars in the original Star Wars movie,true,The actor Alex Guinnes ended up earning an estimated $95 million from his appearence
30,1758455559341,21/09/2025 11:52,1758459159341,1,21/09/2025 13:52,238955,3,task-v8r9,,49329697,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,4,test item,test,ruwiaf,2,response,next,5241,5232.599999999977,5241,5241,5232.599999999977,5241,0,0,0,,Click Response,Click To Continue,7,object-39,test item,,,,,,,,,,,,,,,,,test_1,2,,Obi-Wan Kenobi only appears for 20 mins in Star Wars in the original Star Wars movie,true,The actor Alex Guinnes ended up earning an estimated $95 million from his appearence
31,1758455563753,21/09/2025 11:52,1758459163753,1,21/09/2025 13:52,238955,3,task-v8r9,,49329697,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,1,sm continue,Screen 1,atwkw5,1,continue,,4420.499999994063,4415.900000000023,4420.499999994063,4420.499999994063,4415.900000000023,4420.499999994063,1,0,0,,Click To Continue,Continue Button,2,object-45,sm continue,,,,,,,,,,,,,,,,,sm_2,,,,,
32,1758455579621,21/09/2025 11:52,1758459179621,1,21/09/2025 13:52,238955,3,task-v8r9,,49329697,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,9,post_single,post,yruilm,1,continue,,15872.70000000298,15865.5,15872.70000000298,15872.70000000298,15865.5,15872.70000000298,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,lyrics art,,lyricsPic.png,lyricsID.png,2,,,,,,,,,,,,sm_2,3,filler,,,
33,1758455601492,21/09/2025 11:53,1758459201492,1,21/09/2025 13:53,238955,3,task-v8r9,,49329697,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,10,post_single,post,yruilm,1,action,like,21864.29999999999,21864.29999999999,21877.90000000596,21864.29999999999,21864.29999999999,21877.90000000596,1,13.600000005972106,0,react,Social Media,Social Media,1,object-19,post_single,North London Council,"🌳 Help water our street trees this summer 🌞 Our street trees are feeling the heat and could use a little extra help to stay healthy and green 🥵 We’re lucky to have over 2,500 young trees across the borough, and while our teams are out daily watering them, young trees need up to 80 litres of water a week — especially during hot, dry weather.
Here’s how you can help: 💧If you’re walking by, top up the green watering bag,  pour water into the pipe, or water the soil around the tree 🚰 You can reuse rainwater, bath water, or even leftover washing-up water (it’s safe for the trees!) 🌅  Try to water in the morning or evening when it’s cooler — but any time helps. Trees clean our air, cool our streets, support birds and insects, and make our neighbourhoods more beautiful. Let’s return the favour and help them thrive! Thank you for helping to support our local trees 🙏",tree1.jpg,londoncouncil.jpg,,24,3,6,1,,,,,,,,sm_2,,trees,,,
34,1758455603655,21/09/2025 11:53,1758459203655,1,21/09/2025 13:53,238955,3,task-v8r9,,49329697,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,10,post_single,post,yruilm,1,continue,,24041.70000000298,24030.79999999999,24041.70000000298,24041.70000000298,24030.79999999999,24041.70000000298,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,North London Council,"🌳 Help water our street trees this summer 🌞 Our street trees are feeling the heat and could use a little extra help to stay healthy and green 🥵 We’re lucky to have over 2,500 young trees across the borough, and while our teams are out daily watering them, young trees need up to 80 litres of water a week — especially during hot, dry weather.
Here’s how you can help: 💧If you’re walking by, top up the green watering bag,  pour water into the pipe, or water the soil around the tree 🚰 You can reuse rainwater, bath water, or even leftover washing-up water (it’s safe for the trees!) 🌅  Try to water in the morning or evening when it’s cooler — but any time helps. Trees clean our air, cool our streets, support birds and insects, and make our neighbourhoods more beautiful. Let’s return the favour and help them thrive! Thank you for helping to support our local trees 🙏",tree1.jpg,londoncouncil.jpg,,24,3,6,1,,,,,,,,sm_2,,trees,,,
35,1758455603656,21/09/2025 11:53,1758459203656,1,21/09/2025 13:53,238955,3,task-v8r9,,49329697,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,10,post_single,post,yruilm,1,response,like,21864.29999999999,24030.79999999999,24042.20000000298,21864.29999999999,24030.79999999999,24042.20000000298,1,2177.900000002992,0,react,Social Media,Social Media,1,object-19,post_single,North London Council,"🌳 Help water our street trees this summer 🌞 Our street trees are feeling the heat and could use a little extra help to stay healthy and green 🥵 We’re lucky to have over 2,500 young trees across the borough, and while our teams are out daily watering them, young trees need up to 80 litres of water a week — especially during hot, dry weather.
Here’s how you can help: 💧If you’re walking by, top up the green watering bag,  pour water into the pipe, or water the soil around the tree 🚰 You can reuse rainwater, bath water, or even leftover washing-up water (it’s safe for the trees!) 🌅  Try to water in the morning or evening when it’s cooler — but any time helps. Trees clean our air, cool our streets, support birds and insects, and make our neighbourhoods more beautiful. Let’s return the favour and help them thrive! Thank you for helping to support our local trees 🙏",tree1.jpg,londoncouncil.jpg,,24,3,6,1,,,,,,,,sm_2,,trees,,,
36,1758455623301,21/09/2025 11:53,1758459223301,1,21/09/2025 13:53,238955,3,task-v8r9,,49329697,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,11,post_single,post,yruilm,1,continue,,19655.99999999703,19648.00000000006,19655.99999999703,19655.99999999703,19648.00000000006,19655.99999999703,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,Hugo Spiers,"Fancy backing a film, supporting a crazy research expedition and helping enhance the lives of people in one of the most remote parts of our planet... ?! In 3 weeks I'll be leading a research expedition to understand the incredible knoweldge of indigenous sailors of the Marshall Islands. We we will be making a documentary about this research and bringing food and fishing gear to the atoll of Aur. Please donate $5 for our crowd funder!",hugopost.jpg,hugo.jpg,,,,4,3,,,,,,,,sm_2,3,filler,,,
37,1758455675469,21/09/2025 11:54,1758459275469,1,21/09/2025 13:54,238955,3,task-v8r9,,49329697,BLINDED,14114594,,complete,,68cfe4afd59474c890cf0103,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 139.0.0.0,1366x768,1366x768,,,0,T1 social media memory,3,integrated_blocks,Spreadsheet1,Spreadsheet1,12,post_single,post,yruilm,1,continue,,52176.49999999697,52161.19999999995,52176.49999999697,52176.49999999697,52161.19999999995,52176.49999999697,1,0,0,,Click To Continue,Continue Button,2,object-18,post_single,Barbel fishing,"I really can't remember a summer when I've spent so little time barbel fishing. It's been like 'groundhog day' week after week the Severn has remained low - only water from Clywedog, Lake Vyrnwy and various boreholes stopped the river being reduced to a mere trickle in places.
We've had to wait until halfway through September for a decent lump of water. Today at Shrewsbury, the river was carrying just over a metre of lovely coloured, fresh water - having risen steadily overnight.
Yesterday afternoon I fished pellets for 3 barbel and two chub and the river was just starting to colour up as I called it a day. Today's session was the usual one rod approach, but I'd decided that a meat attack might be the best bet to find a few bigger specimens.
There was nothing complicated about my set-up, a 3oz lead and a foot long hooklink armed with a size four hook. To add a bit of extra feed into the swim, I'd made up some PVA bags containing pellets and small pieces of luncheon meat.
Needless to say, sunken weed and twigs were ever present. That's only to be expected with the first floodwater of the season - but casting upstream and relatively close to the bank went some way to alleviating the problem.
Happily, my four hour session turned out to be very successful - six good sized barbel reminded me what I had been missing during the hot summer. Strangely enough, the biggest barbel was the first fish of the session and in lovely autumn sunshine too.",fish pic.png,fishID.png,2,,,,1,,4,,,,fishyPete,Nice!,sm_2,3,filler,,,
